country,description,points,price,province,taster_name,title,variety,winery,year
United States of America,"A blend of Sangiovese (53%), Cabernet Sauvignon (35%) and Merlot, this wine is aromatically locked up with notes of wet copper penny, cherry and herbs. The flavors are soft in feel with the oak seemingly dialed back. With time, the aromas and flavors may join together better.",85,26,Washington,Sean P. Sullivan,SuLei 2012 Dona Rae Red (Columbia Valley (WA)),Red Blend,SuLei,2012
United States of America,"With 20% Merlot and 5% Cabernet Franc, this wine is muted yet robust, speaking with a loud voice of tannin and power. Simple and soft, it's ready to enjoy now.",85,25,California,Virginie Boone,Topanga 2012 Black and White Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Topanga,2012
United States of America,"Abundant and ripe cherry aromas combine with rich plum flavors and a soft, easy texture in this medium-bodied wine. It's all about sweet fruit and softness.",85,10,California,Jim Gordon,Belle Ambiance 2012 Cabernet Sauvignon (California),Cabernet Sauvignon,Belle Ambiance,2012
France,"This medium-bodied white blend is simple, fruity and fresh, dominated by aromas and flavors of pear, pineapple and melon.",85,15,Rhône Valley,Joe Czerwinski,Louis Bernard 2014 White (Côtes du Rhône),Rhône-style White Blend,Louis Bernard,2014
United States of America,"The nose of this nimble-footed Chardonnay is delicate, rendering soft whispers of crisp apricot and yellow peach. It's not a deeply concentrated wine, but refreshingly brisk and mineral.",85,14,New York,Anna Lee C. Iijima,Lucas Vineyards 2012 Chardonnay (Finger Lakes),Chardonnay,Lucas Vineyards,2012
Italy,"This simple, informal red opens with delicate aromas of berry, violet and clove. The lively but rather diluted palate offers tart cherry and orange peel alongside racy acidity.",85,19,Piedmont,Kerin O’Keefe,Marchesi di Barolo 2014 Ruvei  (Barbera d'Alba),Red Blend,Marchesi di Barolo,2014
United States of America,"This is tasty, quite ripe and bold in flavor but comfortable in mouthfeel. Soft tannins are apparent and lend some grip to the texture while the acidity is very low and the finish short.",85,12,California,Jim Gordon,Mirassou 2013 Cabernet Sauvignon (California),Cabernet Sauvignon,Mirassou,2013
United States of America,"This is a fruit-forward wine, with aromas of red and black currant and herbs with a spice top note. The flavors are sweet and tangy, going down easy.",85,10,Washington,Sean P. Sullivan,Hogue 2013 Merlot (Columbia Valley (WA)),Merlot,Hogue,2013
United States of America,"Aromas are surprisingly light for the variety, with notes of lime leaf and pear. It drinks off dry, with a lightly spritzy feel.",85,11,Washington,Sean P. Sullivan,Hogue 2014 Riesling (Yakima Valley),Riesling,Hogue,2014
France,"This wine is stalky with wild blackberry fruits and spicy acidity. It has a crisp edge, with a fresh character that comes through the herbal tannic flavors. It is all youth and fruit, so will be better from 2016. Chill lightly before drinking.",85,20,France Other,Roger Voss,Les Rocailles 2014 Saint-Jean-de-la-Porte Mondeuse (Vin de Savoie),Mondeuse,Les Rocailles,2014
United States of America,"A red table wine (RTW) combining Cabernet Sauvignon, Merlot and Cabernet Franc, this is stewy, dry and tannic, still puckering from two years spent in French oak. Let it open before settling in.",85,49,California,Virginie Boone,Vin Roc 2011 RTW Red (Napa Valley),Bordeaux-style Red Blend,Vin Roc,2011
United States of America,"Disgorged in April 2014 four years after harvesting French Colombard from a single vineyard, this méthode champenoise wine is slightly odd in sour lemon and apple, unsure how far to take its acidity. It's a curiosity worth trying, but it won't be for everyone.",85,42,California,Virginie Boone,Woodenhead 2010 Naturale Single Vineyard Sparkling Colombard (Russian River Valley),Colombard,Woodenhead,2010
United States of America,"There's a funkiness to this full-bodied wine, from undetermined provenance within the county. Thick in black cherry, it's straightforward and not fussy.",85,28,California,Virginie Boone,Cosa Obra 2013 Pinot Noir (Sonoma County),Pinot Noir,Cosa Obra,2013
Spain,"Dusty strawberry and cherry aromas are modest and fruity. This Garnacha Tintorera is fresh and zesty on the palate, with candied raspberry and red-plum flavors. A mellow, light finish will raise no eyebrows.",85,10,Central Spain,Michael Schachner,Santa Quiteria 2013 BT Bodega Tintoralba Garnacha Tintorera (Almansa),Garnacha Tintorera,Santa Quiteria,2013
Spain,"Scratchy aromas of red fruits register as raw, with a note of animal hide. This feels racy and wild, but lively. Briny, rugged flavors of raspberry and plum finish tart, with a pickled note that won't let go.",85,15,Levante,Michael Schachner,La Purísima 2013 Alphabet Wines Monastrell (Yecla),Monastrell,La Purísima,2013
Chile,"Meaty and leathery on first blush, with chunky dark-fruit aromas leading to a beefy palate with pure plum and blackberry flavors. Thick, layered and relatively deep, with a good DNA and commendable purity and overall quality. Very close to top-level Cab from Chile, with 15% Carmenère and 5% Petit Verdot.",89,25,Maule Valley,Michael Schachner,Simone 2006 Grand Reserve Red (Maule Valley),Bordeaux-style Red Blend,Simone,2006
Greece,"A snappy nose of citrus and grapefruit is followed by a very pretty balance of fresh apples and citrus and spice. Aromatic but dry, it will pair well with spicy cuisine or grilled seafood.",89,20,Drama,Susan Kostrzewa,Domaine Costa Lazaridi 2008 Château Julia Assyrtiko Assyrtico (Drama),Assyrtico,Domaine Costa Lazaridi,2008
United States of America,"Very pretty and soft upon entry, with tangy boysenberry fruit, this young Syrah is sharply defined and buoyed by sharp acids. Lightly floral and still a bit yeasty, it offers scents of brioche, orange blossom and sweet grape candy. An elegant, feminine Syrah.",89,45,Washington,Paul Gregutt,Dunham 2006 Syrah (Columbia Valley (WA)),Syrah,Dunham,2006
United States of America,"This appealing, southern Rhône blend is a Châteauneuf-du-Pape style, with lush, forward red fruits and pleasing traces of the estate vineyard's characteristic dusty tannins.",89,42,Washington,Paul Gregutt,Alexandria Nicole 2007 Member's Only Red Red (Horse Heaven Hills),Red Blend,Alexandria Nicole,2007
United States of America,"The Calico White is one of the state's most popular white blends, and is moving step by step toward an all-Rhône effort, now 44% Viognier 37% Roussanne, and just 19% Chardonnay. Winemaker Steffan Jorgensen deftly blends vineyards and AVAs to craft a refreshing, lightly-oaked wine with lime, lemon, pale peach and quinine.",89,16,Washington,Paul Gregutt,Bergevin Lane 2008 Calico White White (Columbia Valley (WA)),White Blend,Bergevin Lane,2008
France,"Dense, dark wine, with good black plum, fig, coffee and sweet raisin flavors. The ripe tannins fit well into this fruit mélange, with definite richness from new wood. There is good, juicy power here, as the wine finishes well with both dry tannin and fresh acidity.",89,24,Bordeaux,Roger Voss,Château Barreyres 2006  Haut-Médoc,Bordeaux-style Red Blend,Château Barreyres,2006
New Zealand,"This is a nicely made Marlborough Sauvignon at an attractive price, with herbal, grassy notes and a touch of bell pepper backed by underlying tropical fruit. It's round without being soft, retaining sufficient crispness to serve alone or with seafood.",89,15,Marlborough,Joe Czerwinski,Wairau River 2008 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Wairau River,2008
Chile,"A touch mossy and herbal on the nose, but also poised, balanced and inviting. The palate is juicy and incorporates good mouthfeel, and the flavors of spiced plum have character. Finishes with pepper and toast along with mild tannic bite. Imported by Great Wines Corpora U.S.",89,22,Aconcagua Valley,Michael Schachner,Porta 2007 Gran Reserva Syrah (Aconcagua Valley),Syrah,Porta,2007
Spain,"Probably the best wine from this producer that we've rated. It's meaty and rich, with mocha, crusty oak, aged cheese and kirsch aromas. The palate is juicy and balanced, with licorice, blackberry, blueberry and other dark, ripe flavors. Finishes lengthy and toasty, with some refinement. 1,500 cases made.",89,25,Northern Spain,Michael Schachner,Cosme Palacio y Hermanos 2004 Reserva  (Rioja),Tempranillo Blend,Cosme Palacio y Hermanos,2004
France,"Great wafts of white currants come from this delicious—but definitely too young—wine. It is full of flavor, fruity and ripe. There's a good structure from green apple skins and tight acidity. Give it another year.",89,32,Loire Valley,Roger Voss,Domaine Seguin 2007  Pouilly-Fumé,Sauvignon Blanc,Domaine Seguin,2007
Portugal,"An elegant Port, its fruit and firm tannins blending effortlessly with blackberry jelly and spice flavors. It is halfway between a sweet and dry style, the sweetness coming from prunes, the dryness from firm tannins. This could probably age a few years in the bottle.",89,26,Port,Roger Voss,Poças 2001 Late Bottled Vintage  (Port),Port,Poças,2001
United States of America,"This wine offers some meaty fruit flavors that gather round the midpalate and hold there; a big bundle of berries, cherries and plums, annotated with cinnamon and spice. There's even a hint of mint, and the slightest suggestion of fresh cilantro; the only off-note is a little gluey flavor in the finish.",89,40,Oregon,Paul Gregutt,Stoller 2006 SV Estate Pinot Noir (Dundee Hills),Pinot Noir,Stoller,2006
United States of America,"INOX—from the French inoxidable—is Chehalem's stainless steel-fermented Chardonnay, what some might label “naked” or “unwooded.” It is widely available and very appealing, with a tart, stony texture and bright, acid-driven fruit. Green apple and citrus are front and center in this vintage, with a steely spine of natural acid and virtually no residual sugar.",88,19,Oregon,Paul Gregutt,Chehalem 2007 INOX Chardonnay (Willamette Valley),Chardonnay,Chehalem,2007
United States of America,"Fragrant and soft, this nicely oaked Pinot Noir offers cherry, cola, mocha and toast flavors. If there is a critique to be made, it is that the finish, though clean and pure, feels just a little flat in the mouth, not as lively as the entry promises.",88,30,Oregon,Paul Gregutt,Daedalus Cellars 2006 Pinot Noir (Willamette Valley),Pinot Noir,Daedalus Cellars,2006
France,"A rich wine from a ripe year. The flavors are full and open, edged with a mushroom character that suggests maturity. The fruits are going towards almonds, while the structure has softened.",88,28,Loire Valley,Roger Voss,Fournier Père et Fils 2005 Grand Cuvée Fournier Vieilles Vignes  (Sancerre),Sauvignon Blanc,Fournier Père et Fils,2005
Australia,"Usually one of Yarra's top Pinots, the 2006 YS Reserve is a medium-bodied, rounded wine with extremely soft tannic structure. The aromas hint at brown sugar, coffee and cola, with flavors of roasted root vegetables and a touch of mushroom. Supple and silky on the finish. Drink now.",88,60,Victoria,Joe Czerwinski,Yering Station 2006 Reserve Pinot Noir (Yarra Valley),Pinot Noir,Yering Station,2006
United States of America,"Soft, round and lengthy, there's a lot to admire and enjoy in this wine. Licorice, leather and undulating ripe blackberry and black cherry fruit combine on the palate. It's medium bodied, intense and complex, with dark chocolate accents on the finish.",90,35,California,Virginie Boone,Ampelos 2012 Gamma Syrah (Sta. Rita Hills),Syrah,Ampelos,2012
Spain,"Aromas of sweet oak and maple announce that this Mencía received generous barrel treatment. Supple in feel, this tastes of oaky plum and raspberry along with a dash of salt. Jammy berry notes and a hint of Graham cracker rise up on the finish. Drink through 2019.",90,44,Northern Spain,Michael Schachner,Avancia 2014 Mencía (Valdeorras),Mencía,Avancia,2014
United States of America,"Crisp and robust in pine-forest aromas, ripe cranberry and savory black tea, this coastal wine is feral yet velvety in texture. Concentrated and full bodied, it has underbelly that's undeniably mineral.",90,75,California,Virginie Boone,Castello di Amorosa 2014 Terra de Promissio Pinot Noir (Sonoma Coast),Pinot Noir,Castello di Amorosa,2014
United States of America,"Made in a full-bodied style with a density of firm tannins, this wine offers a mix of ripe black cherry and black licorice notes, the core succulent and strong.",90,50,California,Virginie Boone,Screen Door Cellars 2014 Pinot Noir (Russian River Valley),Pinot Noir,Screen Door Cellars,2014
Italy,"This savory Brunello has red berry, scorched soil and new leather aromas. It's full-bodied and finely tannic, offering black cherry, tobacco and clove flavors, while a licorice note marks the finish. Enjoy 2018–through 2023.",90,130,Tuscany,Kerin O’Keefe,Seconda Stella a Destra 2012  Brunello di Montalcino,Sangiovese,Seconda Stella a Destra,2012
United States of America,"From the warmest vintage on record, ripeness was never the issue here. It's balance and freshness that are the litmus test, and this passes with flying colors. Firm polished apple and pear fruit anchors the wine, with highlights of citrus skin. It's got all you could ask for in an all-purpose, solid and tasty young white wine.",90,19,Oregon,Paul Gregutt,Sokol Blosser 2015 Pinot Gris (Willamette Valley),Pinot Gris,Sokol Blosser,2015
United States of America,"This is the best of the 2015 vineyard designates from Soléna. It's a pretty wine with bright raspberry fruit. There's a gentle touch of stem, which helps to frame it, and a dark vein of espresso and cacao running through the tannins.",90,48,Oregon,Paul Gregutt,Soléna 2015 Prince Hill Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Soléna,2015
United States of America,"This wine is remarkably well made and memorable for its relatively large production scale, making it a great, accessible find. Integrated oak meets lifted acidity, the midpalate driven by floral and citrus highlights. The finish is light and refreshing.",90,23,California,Virginie Boone,Sonoma-Cutrer 2014 Chardonnay (Sonoma Coast),Chardonnay,Sonoma-Cutrer,2014
United States of America,"From a tiny coastal vineyard, this wine appears light-bodied and delicate at first, building its power slowly in the glass. Sous bois, earthy spice and savory tea give it an edginess unfettered by fruit, while a healthy tannic structure keeps it grounded.",90,65,California,Virginie Boone,Talisman 2013 Huckleberry's Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Talisman,2013
United States of America,"Complex aromatics link notes of pine needle, chocolate cherry bark and pepper. In the mouth it's smooth and supple, graceful and polished. It finishes slightly chalky and citrusy. Drink up by 2020.",90,32,Oregon,Paul Gregutt,The Four Graces 2014 Pinot Noir (Willamette Valley),Pinot Noir,The Four Graces,2014
United States of America,"Deep color, bold fruit aromas and substantial, spicy flavors lend significant power and concentration to this full-bodied wine. It's nearly dry, well structured and balanced, with appealing blackberry, nutmeg and cinnamon flavors.",90,22,California,Jim Gordon,Tinto Rey 2014 Super Tinto Red (Dunnigan Hills),Red Blend,Tinto Rey,2014
United States of America,"Meaty and dense, this full-bodied red is expansive on the palate in well-defined layers of leather, blueberry and black pepper flavor.",90,25,California,Virginie Boone,Wellington 2012 Estate Vineyard Syrah (Sonoma Valley),Syrah,Wellington,2012
United States of America,"Black plum and baked red cherry notes meet with concentrated purple flowers and exotic Middle Eastern spices on the nose of this bottling. The palate starts with sour cherry, then dives into richer kirsch, tobacco, leather and coffee flavors, finishing on a dry, sanguine note.",90,35,California,Matt Kettmann,Wild Hogge 2012 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Wild Hogge,2012
United States of America,"Very little Auxerrois is grown in Oregon, and the earliest plantings, the owners note, were here at Zenith. This could be mistaken for a Chardonnay, with ripe melon, peach and banana fruit matched to rounded out flavors of butter and caramel. It was barrel fermented and put through malolactic, much like a fine Chardonnay.",90,27,Oregon,Paul Gregutt,Zenith 2015 Auxerrois (Eola-Amity Hills),Auxerrois,Zenith,2015
United States of America,"This wine is restrained on the nose and initially on the palate, showing a touch of reduction and tightly-held flavor. As it opens, it unleashes juicy dark cherry, berry and huckleberry notes, its core dense with tannin and oak.",90,38,California,Virginie Boone,Belden Barns 2014 Estate Pinot Noir (Sonoma Mountain),Pinot Noir,Belden Barns,2014
United States of America,"A block-designated, 100% whole cluster-fermented wine, this shows a slightly carbonic mouthfeel and vibrant acidity. The flavors lean toward wild strawberry, pomegranate and cranberry, with a depth of forest compost lurking underneath.",90,48,California,Virginie Boone,Belden Barns 2014 Serendipity Block Pinot Noir (Sonoma Mountain),Pinot Noir,Belden Barns,2014
Italy,"The aromas in this bright, taut wine evoke new leather, game, underbrush and wild berry. On the palate, fine-grained tannins and vibrant acidity frame juicy Marasca cherry, clove and licorice flavors.",90,26,Tuscany,Kerin O’Keefe,Bindella 2013  Vino Nobile di Montepulciano,Red Blend,Bindella,2013
United States of America,"A steal for its price, this wine is refreshingly quaffable, with a sublimely textured palate of preserved lemon and nectarine. It's both lush and surprisingly complex.",90,15,California,Virginie Boone,Cannonball 2015 Sauvignon Blanc (Sonoma County),Sauvignon Blanc,Cannonball,2015
Spain,"Jammy blackberry aromas come with strong notes of creosote and asphalt but not much nuance. A saturated beefy mouthfeel and dark toasty black-fruit flavors are intense, while this tastes of chocolate and dark spices on a deep, pounding finish. Drink through 2024.",90,60,Northern Spain,Michael Schachner,Bosque De Matasnos 2012  Ribera del Duero,Red Blend,Bosque De Matasnos,2012
Italy,"Leather, underbrush, grilled herb and charred earth aromas take center stage, accented by a balsamic note. The structured, medium-bodied palate offers juicy black cherry, coffee, licorice and rosemary flavors, framed by firm, fine-grained tannins. Drink or hold a few more years.",90,25,Tuscany,Kerin O’Keefe,Cantina del Giusto 2012 Baradiero  (Vino Nobile di Montepulciano),Red Blend,Cantina del Giusto,2012
France,"With an unusually high proportion (nearly 17%) of Petit Verdot in the blend, this is both darkly structured and dark in color. It is weight, intense youthful acidity and black-currant fruits. It's also rich, full of tannins and in need of several years. Drink from 2021.",90,20,Bordeaux,Roger Voss,Château du Retout 2014  Haut-Médoc,Bordeaux-style Red Blend,Château du Retout,2014
France,"Owned by the Borie family, one of the grand families of Bordeaux, the vineyard forms part of Château Fourcas-Borie. The wine, with its dark tannins and dense texture, is powerful and concentrated. Layers of tannins show most strongly at this young stage, while the ripe juicy fruit will develop well. It is going to be a fine wine. Drink from 2021.",90,25,Bordeaux,Roger Voss,Château Ducluzeau 2014  Listrac-Médoc,Bordeaux-style Red Blend,Château Ducluzeau,2014
France,"From one of a group of chateaus owned by the Guyon family of Rolland de By, this is an intensely fruity wine. It has finely balanced tannins and acidity along with smoky flavors and layers of delicious black currant fruit. Drink from 2019.",90,20,Bordeaux,Roger Voss,Château La Clare 2014  Médoc,Bordeaux-style Red Blend,Château La Clare,2014
France,"With signs of its wood aging that are balanced with firm tannins and concentrated black fruits, this is a solid wine, packed with tannins. There is a touch of dark chocolate as well as the ripe fruit. It is a fine wine, ready to drink from 2020.",90,30,Bordeaux,Roger Voss,Château la Vieille Cure 2014  Fronsac,Bordeaux-style Red Blend,Château la Vieille Cure,2014
France,"With low yields after a hail storm, the wine is concentrated and dense. It has a touch of wood aging as well as dark black fruits. The tannins are firm in a wine that will age well over the medium term. Drink from 2023.",90,25,Bordeaux,Roger Voss,Château Potensac 2014  Médoc,Bordeaux-style Red Blend,Château Potensac,2014
Portugal,"Inspired by the two halves of the Douro (the other being Ribera del Duero in Spain), this Portuguese wine has minty, ripe, velvet textures, smooth and full-bodied. Very polished and classy, with soft acidity, tarry tannins, new wood and plum juice flavors.",91,52,Douro,Roger Voss,Sogevinus 2006 D + D Red (Douro),Portuguese Red,Sogevinus,2006
France,"Ripe and soft, with a texture that is well balanced, this wine has peach and apricot flavors marrying well with the layers of wood. There is a strong, fresh element to give the wine a final lift.",91,37,Burgundy,Roger Voss,Roger Lassarat 2008 Clos de France  (Pouilly-Fuissé),Chardonnay,Roger Lassarat,2008
Argentina,"A smooth operator with sweet aromas of cotton candy, caramel and baked black plum. The palate is exceedingly flush yet refined, while the meaty flavor profile entails roasted berry fruit and herbs. Finishes with sweet, easy notes of caramel and toast. Drink now through 2013.",91,120,Other,Michael Schachner,Bodega Chacra 2009 Cincuenta y Cinco Pinot Noir (Río Negro Valley),Pinot Noir,Bodega Chacra,2009
France,"A great swathe of rich, well–defined fruit and a complex texture of pear and apple skins along with the freshest grapefruit and citrus character. This is an intense wine, the fruit fully in focus.",91,50,Burgundy,Roger Voss,Bret Brothers 2008 Domaine la Soufrandière Climat les Quarts  (Saint-Véran),Chardonnay,Bret Brothers,2008
Argentina,"Clean, cedary and dynamic, with fine black-fruit aromas on the nose. The palate has a full, layered texture that impresses, while the flavors of black cherry, blackberry and boysenberry carry toasty, dark, chocolaty accents. Savory and warm on the finish, with lots of power. A blend of 75% Malbec with 20% Tempranillo and 5% Syrah.",91,16,Mendoza Province,Michael Schachner,Ca' de Calle 2008 Reserva Red (Mendoza),Red Blend,Ca' de Calle,2008
France,"Initially soft, this wine then reveals a firmer structure, and a salty and mineral texture. There is an element of toastiness, rounding out the crisp apple and citrus fruit flavors. A cool, elegant wine.",91,60,Burgundy,Roger Voss,Chanson Père et Fils 2007 Les Caradeux Premier Cru  (Pernand-Vergelesses),Chardonnay,Chanson Père et Fils,2007
France,"A wine that is broad, feeling full-bodied, with weight, pear and quince fruit flavors. The wine is attractively plump, toast and acidity adding richness. It opens slowly to give a rich aftertaste.",91,20,Burgundy,Roger Voss,Collovray et Terrier 2007 Domaine des Deux Roches Rives de Longsault  (Saint-Véran),Chardonnay,Collovray et Terrier,2007
France,"A good contrast between weighty, rich fruit and a steely structure. White fruits and acidity offer freshness, while the more austere edge gives the wine a serious, solid character. For aging.",91,75,Burgundy,Roger Voss,Domaine Michel Bouzereau 2008 Le Limosin  (Meursault),Chardonnay,Domaine Michel Bouzereau,2008
United States of America,"Ripe red raspberry fruit fills the nose; this seems more fruit forward than most other Klipsun designates. The tannins have been wrangled into submission, giving the wine good balance immediately, while preserving the acidity and tannic depth to age well. The blend is 57% Cabernet Sauvignon and 43% Merlot—a classic, un-fussy, straight-ahead Red Mountain style.",91,45,Washington,Paul Gregutt,Mark Ryan 2007 Water Witch Klipsun Vineyard Red Wine Red (Red Mountain),Bordeaux-style Red Blend,Mark Ryan,2007
France,"Full in the mouth, round and rich, the wine is finely structured, fresh and ripe at the same time. Delicious.",91,32,Burgundy,Roger Voss,Daniel Barraud 2008 Alliance  (Pouilly-Fuissé),Chardonnay,Daniel Barraud,2008
Spain,"Tight on the nose, with dense aromas of black fruit, leather, dried cheese and earth. It's also fairly smoky and lively, with textured tannins, a generous mouthfeel and complex flavors of berry, pepper and spice. A lively, forward style made from Tempranillo, Graciano, Garnacha and Mazuelo.",91,85,Northern Spain,Michael Schachner,Dinastía Vivanco 2007 Colección Vivanco 4 Varietales  (Rioja),Tempranillo Blend,Dinastía Vivanco,2007
United States of America,"Perhaps the last Washington wine of the vintage to be released, this is beginning to enter mid-life. For those who want a hint of how well Washington reds can age, this is a perfect introduction. Drinking beautifully at the moment, though definitely ageworthy still, it shows a soft mix of medium-ripe red fruits, chocolate, herb, earth and barrel. The finish is like soft leather, with a final impression of milk chocolate. Very seductive.",91,30,Washington,Paul Gregutt,Gordon Brothers 2004 Tradition Red (Columbia Valley (WA)),Red Blend,Gordon Brothers,2004
United States of America,"Crafted by Mark McNeilly (Mark Ryan winery), this pure Syrah was cellared in about one third new oak. Tasted shortly after its release, it still showed a bit of a liquorous new oak scent, but without turning up the heat in the finish. The fruit is young and bright, a mix of raspberry, cassis and red licorice.",91,45,Washington,Paul Gregutt,Grand Rêve 2007 Collaboration Series III Ciel du Cheval Vineyard Red Wine Syrah (Red Mountain),Syrah,Grand Rêve,2007
France,"A rounded wine, with a counterpoint of apple skin texture, the fruit flavors offering acidity as well as green plums. The texture is plush, velvet, delicious.",91,69,Burgundy,Roger Voss,Louis Latour 2008 Charmes Premier Cru  (Meursault),Chardonnay,Louis Latour,2008
France,"Big and broad with fruit that is full and ripe, packed with golden apple flavors. It has great texture and sweetness, with a well-judged touch of vanilla from the wood.",91,69,Burgundy,Roger Voss,Louis Latour 2008 Goutte d'Or Premier Cru  (Meursault),Chardonnay,Louis Latour,2008
France,"This rich wine features ripe, jammy red-plum and cherry fruits. It is dense, with its tannins and a touch of pepper coming from the high alcohol. The wine is a blend from five parcels. Ripe and with a juicy aftertaste, it will be best from 2018.",88,22,Beaujolais,Roger Voss,Domaine Bertrand 2015 Vuril  (Brouilly),Gamay,Domaine Bertrand,2015
France,"Strong wood aromas show in the toasty edge of this spicy wine. Ripe yellow fruits are full in the mouth, with a crisp, bright aftertaste to give a final lift.",88,16,Burgundy,Roger Voss,Domaine Carrette 2016  Mâcon-Milly Lamartine,Chardonnay,Domaine Carrette,2016
France,The red wine from this vineyard (which also produces a white) is firm with layers of toast from wood aging as well as the potential for ripe red fruits. It is going to need some time to lose that spicy flavor that currently dominates the wine. Give it until 2021.,88,45,Burgundy,Roger Voss,Domaine Jessiaume 2015 Les Gravières Premier Cru  (Santenay),Pinot Noir,Domaine Jessiaume,2015
France,"This aromatic wine is delicious Pinot Noir. With fine ripe red fruits that are shot through with tannins for aging and crisp acidity for refreshing drinking, this is a rich wine that should be drunk now.",88,24,Burgundy,Roger Voss,Domaine Michel Goubard 2015 Mont-Avril  (Côte Chalonnaise),Pinot Noir,Domaine Michel Goubard,2015
France,"This rounded wine is soft and ripe. Along with its smooth, warm texture it offers generous pear and melon flavors. Acidity adds an attractive final crispness. Drink now.",88,25,Burgundy,Roger Voss,Domaine Pascal et Mireille Renaud 2015  Saint-Véran,Chardonnay,Domaine Pascal et Mireille Renaud,2015
United States of America,"Upfront jalapeño, white pepper and freshly sliced bell pepper aromas lead the nose of this wine. It's soft in texture and an intriguing example of the variety.",88,26,Washington,Sean P. Sullivan,Drink Washington State 2014 Enjoy Walla Walla Carmenère (Walla Walla Valley (WA)),Carmenère,Drink Washington State,2014
United States of America,"This Chardonnay's lees, custard, pear and spice aromas are somewhat inharmonious. It's elegant on the palate, however, showing graceful apple flavors.",88,19,Washington,Sean P. Sullivan,Drink Washington State 2014 Welcome to Columbia Valley Chardonnay (Columbia Valley (WA)),Chardonnay,Drink Washington State,2014
United States of America,"This blend of 65% Cabernet Sauvignon, 15% Cabernet Franc, 15% Merlot and 5% Petit Verdot boasts bright raspberry and cherry aromas, with green wood, baking spice and whiffs of game. The palate delivers concentrated fruit and medicinal flavors that carry through the finish.",88,26,Washington,Sean P. Sullivan,Drink Washington State 2015 Escape to Walla Walla Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Drink Washington State,2015
United States of America,"Pure and fruity, this medium-bodied wine is supersmooth in texture, quietly flavorful and well balanced. The light acidity and mild tannins are well integrated and support delicious black-cherry and blueberry flavors perfectly.",88,10,California,Jim Gordon,Fetzer 2015 Eagle Peak Merlot (California),Merlot,Fetzer,2015
United States of America,"Char, firepit, barrel spice and herb aromas lead to elegantly styled cranberry flavors in this wine. The tannins lend a light structure.",88,35,Washington,Sean P. Sullivan,Finn Hill 2013 L'abime Corfu Crossing Vineyard Syrah (Columbia Valley (WA)),Syrah,Finn Hill,2013
United States of America,"This wine's tightly wound woodspice, black cherry, cocoa, caramel and herb aromas are followed by tart, plentiful dark fruit flavors. It needs some time for its chewy, lightly dry tannins to settle, but plenty of good things are going on. Give it some time in the cellar or a long decant.",88,35,Washington,Sean P. Sullivan,Finn Hill 2013 Le Beau Hedges Estate Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Finn Hill,2013
United States of America,"Dried herb, purple flower, vanilla, baking spice, black licorice and barrel spice aromas lead to ripe dark fruit flavors in this wine. Generous barrel accents run throughout while tannins bring a touch of dryness.",88,35,Washington,Sean P. Sullivan,Finn Hill 2013 Merveille Stillwater Creek Vineyard Merlot (Columbia Valley (WA)),Merlot,Finn Hill,2013
United States of America,"A deep color, oaky aromas and ripe dark-fruit flavors give a sense of richness and breadth to this full-bodied wine. It's dry and smooth on the palate, with a warm spicy finish.",88,35,California,Jim Gordon,Francis Ford Coppola 2015 Votre Santé Cuvée de Patron Pinot Noir (Anderson Valley),Pinot Noir,Francis Ford Coppola,2015
France,"This smooth and creamy wine is spicy with wood aging and rich with yellow fruits. It presents a generous character, rounded and open. The wine is ready to drink.",88,42,Burgundy,Roger Voss,Georges Duboeuf 2015 Clos Reyssie  (Pouilly-Fuissé),Chardonnay,Georges Duboeuf,2015
France,"This mango-flavored wine is ripe, generous and fruity. Its richness and spice are right up front. It is a gorgeous wine, smooth, creamy and ready to drink.",88,42,Burgundy,Roger Voss,Georges Duboeuf 2015 Domaine du Bois Rosier  (Pouilly-Fuissé),Chardonnay,Georges Duboeuf,2015
United States of America,"Fresh lime and lemongrass juxtapose earthier notes of pollen and bees wax in this zingy, light-footed Grüner Veltliner. It's a straightforward yet revitalizing sip to enjoy now through 2019.",88,17,New York,Anna Lee C. Iijima,Inspire Moore 2016 Rhythm Grüner Veltliner (Finger Lakes),Grüner Veltliner,Inspire Moore,2016
